,x,y,ch2,ch2Dof,probchi2,measurementTimestamp
0,0.810350729625,-7.65917582965,771.424783758,5.3945789074,0.0,1484752460000
1,0.839609553129,-1.62545708225,316.345902622,4.86686004034,0.0,1484752591000
2,-1.08442567837,-5.37348113057,707.424026357,6.09848298583,0.0,1484752603000
3,0.103102701929,-1.25031117063,908.209494526,6.6292663834,0.0,1484752605000
4,-0.0739576910183,-3.2268223433,795.038539542,5.44546944891,0.0,1484752608000
5,-0.211064454359,-3.65317297987,905.512037755,6.46794312682,0.0,1484752610000
6,-0.564446431999,-1.26704581718,1192.43180173,8.64081015743,0.0,1484752618000
7,-4.61655275507,-6.83514220568,750.82078839,5.52074109111,0.0,1484752623000
8,-1.25838517238,-1.29108076077,871.127974685,7.44553824517,0.0,1484752628000
9,-5.68792428529,-6.33373602709,1277.63999264,7.34275857837,0.0,1484752638000
10,4.21885140045,-4.30976886183,1072.06698478,5.98920103227,0.0,1484752648000
11,12.5115983294,-0.463941059575,574.229995134,5.26816509297,0.0,1484752668000
12,10.6026142155,6.31174316525,517.883638101,4.58304104514,0.0,1484752678000
13,10.4635743552,3.12465083089,1222.77475293,7.1507295493,0.0,1484752681000
14,10.8791050315,6.08444440022,686.633586562,7.71498411868,0.0,1484752698000
15,15.154315399,10.4141231302,687.118291925,5.32649838702,0.0,1484752708000
16,27.9755503213,12.452572249,627.831729853,5.36608316113,0.0,1484752716000
17,26.5150596266,11.1943528218,898.624232627,5.4794160526,0.0,1484752719000
18,24.6655630181,17.5933537794,506.682977909,5.82394227482,0.0,1484752726000
19,28.1170544417,16.8441743388,820.976197427,8.55183538986,0.0,1484752738000
20,28.0852746885,17.2369282637,826.691850226,6.83216405145,0.0,1484752740000
21,33.8698348896,15.3121548021,822.687028047,7.83511455283,0.0,1484752748000
22,40.0891491913,15.0660270392,1313.65965514,8.7577310343,0.0,1484752758000
23,41.0813707117,14.5174926259,1516.00368491,9.18790112067,0.0,1484752760000
24,44.553273846,15.4628456343,1415.01001258,10.8016031495,0.0,1484752766000
25,46.0511621725,13.5307278635,569.057733458,5.03590914565,0.0,1484752768000
26,44.4049626599,5.60718842083,1064.35352205,7.60252515753,0.0,1484752776000
27,45.7954877529,-5.07931409217,1114.22602761,7.84666216624,0.0,1484752786000
28,43.5607870533,-2.8365027127,1005.30305395,6.48582615451,0.0,1484752789000
29,47.5618496989,-8.9814275029,807.012475961,5.48988078885,0.0,1484752796000
30,41.1476306024,-16.7473902378,568.18996644,4.00133779183,0.0,1484752806000
31,32.6585495859,-18.2603148199,732.222536495,5.34469004741,0.0,1484752816000
32,30.7678338497,-13.7357095,1405.76814549,9.56304860876,0.0,1484752820000
33,35.2713439957,-8.35983669879,1133.21160289,7.03858138442,0.0,1484752826000
34,29.6159324518,-5.12338222636,1147.64884609,5.85535125555,0.0,1484752836000
35,22.9343935526,-5.13888459398,515.888266981,3.87885915023,0.0,1484752846000
36,19.969327369,-12.804190731,834.809073437,6.7870656377,0.0,1484752856000
37,14.7972107056,-15.6592429983,799.537045707,5.1917989981,0.0,1484752866000
38,-0.793494604026,-15.4137119383,1304.44863639,8.69632424263,0.0,1484752876000
39,-3.13579300212,-16.8631352558,949.403066962,7.71872412165,0.0,1484752881000
40,0.445944268403,-21.5755266581,1194.04274313,7.8555443627,0.0,1484752886000
41,4.90089145731,-29.5423155072,867.472940295,4.54174314291,0.0,1484752896000
42,4.93659685966,-42.9666214674,823.212064767,6.28406156311,0.0,1484752906000
43,3.95420497184,-46.7448353704,1117.76516719,6.42393774249,0.0,1484752916000
44,10.4731933447,-41.0708185207,1154.54611829,8.01768137698,0.0,1484752919000
45,6.93446802416,-26.5520511956,77.756687801,11.1080982573,3.94129173742e-14,1484752920000
46,5.3850213119,-46.4899470618,722.280366714,4.35108654647,0.0,1484752922000
47,11.4614577727,-45.9319669793,798.437489135,4.95923906295,0.0,1484752932000
48,23.5944590094,-43.6899031333,787.402887182,4.25623182261,0.0,1484752942000
49,21.3294357282,-27.5285494282,607.66483624,3.39477562145,0.0,1484752952000
50,23.3897507855,-29.2655100192,790.373438065,5.06649639785,0.0,1484752954000
51,32.6044818042,-29.2243651324,1464.46513468,7.04069776287,0.0,1484752962000
52,36.1902176803,-42.5482975683,1048.6730144,5.66850278052,0.0,1484752972000
53,42.5578693887,-36.200286129,1502.32345614,7.36433066737,0.0,1484752982000
54,45.1702953426,-32.5486563709,1196.01337576,7.76632062182,0.0,1484752985000
55,46.8816370866,-34.3825451781,1235.5243494,6.82610137788,0.0,1484752988000
56,45.0098030751,-41.2921898672,1593.69778578,11.0673457346,0.0,1484752995000
57,47.1484153347,-49.4057521752,1521.34497183,8.79390157129,0.0,1484753005000
58,42.8752918651,-57.321529831,789.988234476,5.602753436,0.0,1484753012000
59,48.4193891217,-56.2476037968,986.076299123,8.80425267074,0.0,1484753015000
60,46.2220347633,-62.1410079663,712.713787334,7.50225039299,0.0,1484753025000
61,38.1863858714,-64.170092085,1200.93702034,9.38232047141,0.0,1484753035000
62,30.987150656,-63.6221078353,1233.41790411,7.7573453089,0.0,1484753045000
63,31.1650085108,-58.3215452648,719.198200712,4.58088025931,0.0,1484753055000
64,26.2866488732,-61.6442737824,1180.4003464,7.11084546026,0.0,1484753065000
65,13.3943431701,-64.298069395,1236.67557911,7.92740755837,0.0,1484753075000
66,11.58909397,-60.0558874605,541.275888115,4.29584038186,0.0,1484753078000
67,11.0842638809,-56.6123405334,484.705642569,4.52995927634,0.0,1484753085000
68,8.41262457557,-58.4574821012,424.698513916,3.59913994844,0.0,1484753088000
69,6.74562455068,-59.105081831,829.523375884,6.33223951056,0.0,1484753097000
70,7.87536255641,-67.7583145182,1035.73602033,6.05693579139,0.0,1484753107000
71,5.54341665309,-69.5819694486,378.318431531,3.5690418069,0.0,1484753109000
72,8.25183539734,-68.1237284976,19.3491295809,2.14990328676,0.0223826503289,1484753110000
73,-0.566628494258,-69.4333925856,502.321592453,4.69459432199,0.0,1484753113000
74,0.35545184858,-68.118117246,1251.05494496,8.23062463791,0.0,1484753116000
75,-2.48220180367,-67.3660555028,355.470629799,3.59061242221,0.0,1484753123000
76,-13.86809887,-68.4320715693,936.736487616,8.67348599645,0.0,1484753133000
77,-15.2372025851,-58.9756660481,460.844689732,5.83347708522,0.0,1484753137000
